ProductId,Id1,Id2,Id3,Id4,ProductName,Brand,Category,SubCategory,ChildCategory,BundleId1,Bundle1,MOQ1,Price1,Bundle2,MOQ2,Price2,Bundle3,MOQ3,Price3,Bundle4,MOQ4,Price4
91,0,0,0,0,airMAX AG-HP-5G23,Ubiquiti,WISP,,,0,,10,100,,20,90,,0,0,,0,0
11,0,0,0,0,IPhone 101,Mercusys,Routers,AC Router,,0,,0,0,,0,0,,0,0,,0,0
18,0,0,0,0,MW300RE,Mercusys,Routers,Range Extender,,0,,0,0,,0,0,,0,0,,0,0
13,0,0,0,0,MW330HP,Mercusys,Routers,300N Router,,0,,0,0,,0,0,,0,0,,0,0
1709,0,0,0,0,Product 21,Beldon,Routers,,,0,,0,0,,0,0,,0,0,,0,0
1552,0,0,0,0,RG6-CCU-305 x 2,dr.com,,SFP,1G,0,,0,0,,0,0,,0,0,,0,0
1715,0,0,0,0,SY-GPON-4OLT,Syrotech,OLT,GPON,Loaded ,0,,0,0,,0,0,,0,0,,0,0
28,0,0,0,0,TL-WR840N,TP-Link,Routers,300N Router,,0,,0,0,,0,0,,0,0,,0,0
524,0,0,0,0,UF-MM-1G,Ubiquiti,,SFP,1G,0,,0,0,,0,0,,0,0,,0,0
